Año,Mes,Fecha,Precio,Mineral,Unidad de medida,Numero Índice
1990,1,1990M01,1528.25,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),82.44233217530156
1990,2,1990M02,1454.28,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),78.45197764495177
1990,3,1990M03,1567.39,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.55376216472823
1990,4,1990M04,1525.55,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),82.29667911011371
1990,5,1990M05,1526.93,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),82.37112401009861
1990,6,1990M06,1565.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.46744923720951
1990,7,1990M07,1570.96,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.74634788425436
1990,8,1990M08,1782.02,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),96.13210193556739
1990,9,1990M09,2066.53,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),111.48015881578664
1990,10,1990M10,1945.7,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),104.96191442073237
1990,11,1990M11,1617.5,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),87.25697516345511
1990,12,1990M12,1522.44,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),82.1289083572492
1991,1,1991M01,1515.18,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),81.73726344863303
1991,2,1991M02,1504.6,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),81.16651921541548
1991,3,1991M03,1496.0,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),80.70258723000238
1991,4,1991M04,1391.86,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),75.08469456012774
1991,5,1991M05,1296.05,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),69.91616856914744
1991,6,1991M06,1275.15,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),68.78870595343417
1991,7,1991M07,1296.78,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),69.95554884232786
1991,8,1991M08,1256.45,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),67.77992361305914
1991,9,1991M09,1211.81,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),65.37179293528688
1991,10,1991M10,1150.03,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),62.03903502147033
1991,11,1991M11,1134.8,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),61.217443842651534
1991,12,1991M12,1097.55,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),59.207970998856354
1992,1,1992M01,1177.07,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),63.497723496536686
1992,2,1992M02,1266.83,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),68.33987873033684
1992,3,1992M03,1280.47,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),69.07569643743392
1992,4,1992M04,1317.05,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),71.04902574283062
1992,5,1992M05,1306.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),70.49554409511684
1992,6,1992M06,1275.55,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),68.81028418531385
1992,7,1992M07,1313.05,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),70.83324342403384
1992,8,1992M08,1305.05,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),70.40167878644024
1992,9,1992M09,1269.61,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),68.48984744190061
1992,10,1992M10,1173.78,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),63.32024253932632
1992,11,1992M11,1159.05,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),62.52562415035712
1992,12,1992M12,1207.1,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),65.11770925490364
1993,1,1993M01,1206.76,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),65.09936775780592
1993,2,1993M02,1201.85,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),64.83449496148285
1993,3,1993M03,1151.33,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),62.1091642750793
1993,4,1993M04,1108.53,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),59.80029346395356
1993,5,1993M05,1123.96,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),60.63267375871221
1993,6,1993M06,1165.3,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),62.86278402347711
1993,7,1993M07,1202.13,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),64.84959972379863
1993,8,1993M08,1172.14,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),63.23177178861964
1993,9,1993M09,1115.38,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),60.16982068489308
1993,10,1993M10,1087.1,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),58.64423969099971
1993,11,1993M11,1039.81,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),56.09315322702457
1993,12,1993M12,1094.3,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),59.032647864833955
1994,1,1994M01,1174.59,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),63.36393845888267
1994,2,1994M02,1269.93,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),68.50711002740437
1994,3,1994M03,1289.03,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),69.53747059965906
1994,4,1994M04,1278.72,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),68.98129167296032
1994,5,1994M05,1322.59,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),71.34788425436419
1994,6,1994M06,1400.58,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),75.55510001510476
1994,7,1994M07,1492.42,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),80.50946205467923
1994,8,1994M08,1455.36,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),78.5102388710269
1994,9,1994M09,1569.22,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.65248257557776
1994,10,1994M10,1698.05,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),91.60229160822561
1994,11,1994M11,1892.59,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),102.09686468290788
1994,12,1994M12,1878.31,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),101.3265218048033
1995,1,1995M01,2060.55,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),111.15756424918544
1995,2,1995M02,1916.15,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),103.36782254062102
1995,3,1995M03,1805.07,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),97.37554754763394
1995,4,1995M04,1849.0,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),99.74537686381979
1995,5,1995M05,1762.69,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),95.08933387998188
1995,6,1995M06,1780.05,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),96.02582914355997
1995,7,1995M07,1860.1,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),100.34417279848088
1995,8,1995M08,1888.32,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),101.86651705759229
1995,9,1995M09,1760.83,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),94.98899510174135
1995,10,1995M10,1674.32,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),90.32216300196362
1995,11,1995M11,1654.07,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),89.22976501305483
1995,12,1995M12,1656.74,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),89.37379971085169
1996,1,1996M01,1589.34,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),85.73786763912564
1996,2,1996M02,1591.55,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),85.85708737026087
1996,3,1996M03,1612.48,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),86.98616835336512
1996,4,1996M04,1587.23,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),85.62404246596034
1996,5,1996M05,1589.26,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),85.73355199274971
1996,6,1996M06,1482.48,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.9732429924692
1996,7,1996M07,1458.7,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),78.69041710722223
1996,8,1996M08,1463.36,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),78.9418035086205
1996,9,1996M09,1407.38,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),75.92192995705932
1996,10,1996M10,1336.34,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),72.08963597522818
1996,11,1996M11,1449.52,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),78.19519668558358
1996,12,1996M12,1500.29,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),80.93401376691193
1997,1,1997M01,1575.61,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.99719482985564
1997,2,1997M02,1580.01,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),85.23455538053211
1997,3,1997M03,1631.57,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),88.01598946982284
1997,4,1997M04,1561.44,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.23278596551799
1997,5,1997M05,1625.25,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),87.67505340612391
1997,6,1997M06,1567.55,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.56239345748008
1997,7,1997M07,1591.99,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),85.88082342532853
1997,8,1997M08,1710.58,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),92.27822972185659
1997,9,1997M09,1610.6,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),86.88475066353062
1997,10,1997M10,1607.86,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),86.73693977515482
1997,11,1997M11,1598.99,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),86.25844248322292
1997,12,1997M12,1530.51,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),82.56424918542174
1998,1,1998M01,1485.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),80.15180286127355
1998,2,1998M02,1465.56,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.06048378395873
1998,3,1998M03,1437.7,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),77.55755993353904
1998,4,1998M04,1418.16,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),76.50346330621669
1998,5,1998M05,1364.72,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),73.62061152709147
1998,6,1998M06,1307.24,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),70.51981960598148
1998,7,1998M07,1309.21,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),70.6260923979889
1998,8,1998M08,1310.9,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),70.71726042768056
1998,9,1998M09,1342.27,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),72.40953326284443
1998,10,1998M10,1304.06,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),70.34827266253802
1998,11,1998M11,1294.96,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),69.85736788727532
1998,12,1998M12,1249.06,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),67.38126577908206
1999,1,1999M01,1218.46,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),65.73053104028655
1999,2,1999M02,1186.85,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),64.02531126599486
1999,3,1999M03,1181.59,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),63.74155751677707
1999,4,1999M04,1278.2,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),68.95323997151674
1999,5,1999M05,1323.46,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),71.3948169087025
1999,6,1999M06,1315.31,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),70.95516043415402
1999,7,1999M07,1403.76,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),75.72664695854822
1999,8,1999M08,1431.32,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),77.21338713505816
1999,9,1999M09,1492.48,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),80.51269878946118
1999,10,1999M10,1474.41,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.53790216429665
1999,11,1999M11,1472.76,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.44889195779298
1999,12,1999M12,1554.48,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),83.85732473081156
2000,1,2000M01,1680.28,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),90.64367865697085
2000,2,2000M02,1670.27,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),90.10368340418185
2000,3,2000M03,1577.05,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),85.07487646462249
2000,4,2000M04,1457.14,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),78.6062620028915
2000,5,2000M05,1466.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.12683684698875
2000,6,2000M06,1506.31,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),81.25876615670111
2000,7,2000M07,1563.5,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.34391385969833
2000,8,2000M08,1527.63,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),82.40888591588805
2000,9,2000M09,1601.21,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),86.37820167015515
2000,10,2000M10,1500.24,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),80.93131648792698
2000,11,2000M11,1473.86,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.50823209546209
2000,12,2000M12,1565.41,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.44694991692381
2001,1,2001M01,1615.65,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),87.1571758410116
2001,2,2001M02,1604.36,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),86.54813024620762
2001,3,2001M03,1509.17,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),81.41305051464083
2001,4,2001M04,1496.91,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),80.75167770752864
2001,5,2001M05,1538.77,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),83.00983967373713
2001,6,2001M06,1466.13,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.09123276438729
2001,7,2001M07,1416.39,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),76.40797963014911
2001,8,2001M08,1377.08,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),74.28737889217358
2001,9,2001M09,1344.56,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),72.53306864035561
2001,10,2001M10,1282.5,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),69.1852059642233
2001,11,2001M11,1327.46,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),71.61059922749929
2001,12,2001M12,1344.63,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),72.53684483093456
2002,1,2002M01,1368.59,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),73.82938092052737
2002,2,2002M02,1369.34,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),73.86984010530176
2002,3,2002M03,1405.0,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),75.79353947737523
2002,4,2002M04,1369.99,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),73.90490473210625
2002,5,2002M05,1343.3,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),72.46509720993461
2002,6,2002M06,1353.97,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),73.04069654532508
2002,7,2002M07,1338.09,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),72.18404073970179
2002,8,2002M08,1291.6,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),69.67611073948599
2002,9,2002M09,1301.25,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),70.19668558358329
2002,10,2002M10,1310.58,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),70.69999784217681
2002,11,2002M11,1372.2,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),74.02412446324148
2002,12,2002M12,1375.07,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),74.17894827697819
2003,1,2003M01,1378.28,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),74.35211358781261
2003,2,2003M02,1422.16,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),76.71924562501349
2003,3,2003M03,1389.27,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),74.94497550870682
2003,4,2003M04,1332.01,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),71.85605161513065
2003,5,2003M05,1398.49,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),75.44235375353342
2003,6,2003M06,1409.84,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),76.05463608311935
2003,7,2003M07,1436.09,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),77.47070755022332
2003,8,2003M08,1456.31,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),78.56148717174113
2003,9,2003M09,1415.57,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),76.36374425479576
2003,10,2003M10,1474.25,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.52927087154478
2003,11,2003M11,1508.34,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),81.36827568349048
2003,12,2003M12,1554.9,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),83.87998187428522
2004,1,2004M01,1606.49,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),86.66303433096691
2004,2,2004M02,1685.62,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),90.93174805256456
2004,3,2004M03,1655.99,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),89.3333405260773
2004,4,2004M04,1729.74,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),93.31182702889325
2004,5,2004M05,1623.22,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),87.56554387933453
2004,6,2004M06,1677.72,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),90.5055779729409
2004,7,2004M07,1709.27,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),92.20756101245064
2004,8,2004M08,1692.19,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),91.28617051118832
2004,9,2004M09,1723.6,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),92.98060116954017
2004,10,2004M10,1819.57,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),98.15775845327234
2004,11,2004M11,1813.9,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),97.85188701637789
2004,12,2004M12,1849.18,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),99.75508706816564
2005,1,2005M01,1834.42,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),98.95885031180546
2005,2,2005M02,1882.85,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),101.57143473663768
2005,3,2005M03,1979.85,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),106.80415596746002
2005,4,2005M04,1894.29,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),102.18857216839652
2005,5,2005M05,1743.7,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),94.06490732149408
2005,6,2005M06,1731.3,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),93.395982133224
2005,7,2005M07,1778.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),95.95785771313898
2005,8,2005M08,1867.84,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),100.7617115853527
2005,9,2005M09,1839.91,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),99.25501154435406
2005,10,2005M10,1928.71,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),104.04537902164297
2005,11,2005M11,2050.59,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),110.6202662753814
2005,12,2005M12,2247.45,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),121.23999309496578
2006,1,2006M01,2377.86,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),128.27503614353841
2006,2,2006M02,2455.32,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),132.45366074703838
2006,3,2006M03,2429.13,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),131.04082601471637
2006,4,2006M04,2621.11,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),141.39729840536867
2006,5,2006M05,2861.48,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),154.36419739766524
2006,6,2006M06,2477.34,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),133.64154241201476
2006,7,2006M07,2512.71,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),135.54959756597543
2006,8,2006M08,2459.93,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),132.7023498694517
2006,9,2006M09,2472.88,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),133.40094512655634
2006,10,2006M10,2654.59,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),143.20339641369785
2006,11,2006M11,2702.8,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),145.8041128109963
2006,12,2006M12,2813.63,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),151.78290140905855
2007,1,2007M01,2809.34,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),151.55147487214896
2007,2,2007M02,2832.2,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),152.78467082407266
2007,3,2007M03,2761.73,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),148.98312582267008
2007,4,2007M04,2814.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),151.8454782815096
2007,5,2007M05,2792.75,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),150.65651770493926
2007,6,2007M06,2676.93,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),144.40854066417796
2007,7,2007M07,2732.44,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),147.40305979328053
2007,8,2007M08,2515.77,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),135.714671039855
2007,9,2007M09,2391.25,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),128.99736745571067
2007,10,2007M10,2442.37,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),131.75506548993374
2007,11,2007M11,2506.89,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),135.2356342921261
2007,12,2007M12,2381.69,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),128.48164771378634
2008,1,2008M01,2445.52,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),131.92499406598623
2008,2,2008M02,2776.93,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),149.80309863409792
2008,3,2008M03,3005.29,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),162.1221112142071
2008,4,2008M04,2959.27,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),159.63953563644995
2008,5,2008M05,2902.9,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),156.59862330880608
2008,6,2008M06,2957.86,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),159.56347236907408
2008,7,2008M07,3071.24,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),165.6798221953693
2008,8,2008M08,2764.38,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),149.12608160887297
2008,9,2008M09,2525.82,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),136.25682411583196
2008,10,2008M10,2121.41,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),114.4406922296787
2008,11,2008M11,1852.42,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),99.92987074639105
2008,12,2008M12,1490.43,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),80.40211035107784
2009,1,2009M01,1413.12,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),76.23157758453272
2009,2,2009M02,1330.2,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),71.75841011587511
2009,3,2009M03,1335.84,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),72.06266318537858
2009,4,2009M04,1420.85,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),76.64857691560752
2009,5,2009M05,1460.45,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),78.78482187169583
2009,6,2009M06,1573.73,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.89577714002114
2009,7,2009M07,1667.96,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),89.97906911507671
2009,8,2009M08,1933.75,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),104.31726474332692
2009,9,2009M09,1834.11,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),98.94212718209869
2009,10,2009M10,1878.57,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),101.34054765552509
2009,11,2009M11,1949.29,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),105.15557905185248
2009,12,2009M12,2180.09,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),117.60621884642772
2010,1,2010M01,2235.15,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),120.57646246466564
2010,2,2010M02,2048.93,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),110.53071661308071
2010,3,2010M03,2205.63,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),118.98398895194529
2010,4,2010M04,2316.72,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),124.97680340072934
2010,5,2010M05,2040.53,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),110.07757374360745
2010,6,2010M06,1931.39,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),104.18995317523682
2010,7,2010M07,1988.27,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),107.2583777485273
2010,8,2010M08,2118.14,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),114.2642901840623
2010,9,2010M09,2162.34,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),116.64868480676694
2010,10,2010M10,2346.57,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),126.58707895475045
2010,11,2010M11,2333.07,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),125.85881362881126
2010,12,2010M12,2350.67,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),126.80825583151716
2011,1,2011M01,2439.53,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),131.60186004358806
2011,2,2011M02,2508.18,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),135.30522408993806
2011,3,2011M03,2555.5,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),137.8579289213042
2011,4,2011M04,2678.11,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),144.47219644822303
2011,5,2011M05,2596.45,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),140.06700040998638
2011,6,2011M06,2557.76,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),137.9798459314244
2011,7,2011M07,2525.43,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),136.23578533974924
2011,8,2011M08,2379.35,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),128.3554150572902
2011,9,2011M09,2293.46,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),123.72202921692596
2011,10,2011M10,2180.65,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),117.63642837105928
2011,11,2011M11,2079.98,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),112.20572686274086
2011,12,2011M12,2022.25,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),109.09144854670608
2012,1,2012M01,2144.2,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),115.67011199102343
2012,2,2012M02,2207.92,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),119.10752432945644
2012,3,2012M03,2184.16,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),117.82577735580347
2012,4,2012M04,2049.67,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),110.57063634205812
