Año,Mes,Fecha,Precio,Mineral,Unidad de medida,Numero Índice
1992,8,1992M08,3.81,Plata (Ag),Dólar por Onza Troy (USD/troy oz),24.39180537772087
1992,9,1992M09,3.77,Plata (Ag),Dólar por Onza Troy (USD/troy oz),24.13572343149808
1992,10,1992M10,3.75,Plata (Ag),Dólar por Onza Troy (USD/troy oz),24.007682458386682
1992,11,1992M11,3.77,Plata (Ag),Dólar por Onza Troy (USD/troy oz),24.13572343149808
1992,12,1992M12,3.73,Plata (Ag),Dólar por Onza Troy (USD/troy oz),23.87964148527529
1993,1,1993M01,3.68,Plata (Ag),Dólar por Onza Troy (USD/troy oz),23.5595390524968
1993,2,1993M02,3.66,Plata (Ag),Dólar por Onza Troy (USD/troy oz),23.431498079385406
1993,3,1993M03,3.65,Plata (Ag),Dólar por Onza Troy (USD/troy oz),23.367477592829704
1993,4,1993M04,3.95,Plata (Ag),Dólar por Onza Troy (USD/troy oz),25.288092189500645
1993,5,1993M05,4.46,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.55313700384123
1993,6,1993M06,4.38,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.040973111395644
1993,7,1993M07,5.02,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.13828425096031
1993,8,1993M08,4.84,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.98591549295775
1993,9,1993M09,4.22,Plata (Ag),Dólar por Onza Troy (USD/troy oz),27.01664532650448
1993,10,1993M10,4.34,Plata (Ag),Dólar por Onza Troy (USD/troy oz),27.784891165172855
1993,11,1993M11,4.53,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.001280409731116
1993,12,1993M12,4.97,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.818181818181817
1994,1,1994M01,5.15,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.97055057618438
1994,2,1994M02,5.25,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.61075544174136
1994,3,1994M03,5.43,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.76312419974391
1994,4,1994M04,5.35,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.250960307298335
1994,5,1994M05,5.42,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.69910371318822
1994,6,1994M06,5.39,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.50704225352113
1994,7,1994M07,5.28,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.802816901408455
1994,8,1994M08,5.2,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.29065300896287
1994,9,1994M09,5.52,Plata (Ag),Dólar por Onza Troy (USD/troy oz),35.3393085787452
1994,10,1994M10,5.45,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.89116517285532
1994,11,1994M11,5.19,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.22663252240717
1994,12,1994M12,4.78,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.601792573623566
1995,1,1995M01,4.77,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.53777208706786
1995,2,1995M02,4.72,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.217669654289374
1995,3,1995M03,4.65,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.76952624839949
1995,4,1995M04,5.48,Plata (Ag),Dólar por Onza Troy (USD/troy oz),35.08322663252241
1995,5,1995M05,5.56,Plata (Ag),Dólar por Onza Troy (USD/troy oz),35.59539052496799
1995,6,1995M06,5.36,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.31498079385404
1995,7,1995M07,5.16,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.034571062740085
1995,8,1995M08,5.4,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.57106274007683
1995,9,1995M09,5.43,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.76312419974391
1995,10,1995M10,5.37,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.37900128040973
1995,11,1995M11,5.32,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.05889884763125
1995,12,1995M12,5.18,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.162612035851474
1996,1,1996M01,5.46,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.955185659411015
1996,2,1996M02,5.66,Plata (Ag),Dólar por Onza Troy (USD/troy oz),36.23559539052497
1996,3,1996M03,5.52,Plata (Ag),Dólar por Onza Troy (USD/troy oz),35.3393085787452
1996,4,1996M04,5.42,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.69910371318822
1996,5,1996M05,5.37,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.37900128040973
1996,6,1996M06,5.16,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.034571062740085
1996,7,1996M07,5.07,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.4583866837388
1996,8,1996M08,5.14,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.90653008962868
1996,9,1996M09,5.04,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.26632522407171
1996,10,1996M10,4.93,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.562099871959028
1996,11,1996M11,4.83,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.92189500640205
1996,12,1996M12,4.83,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.92189500640205
1997,1,1997M01,4.77,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.53777208706786
1997,2,1997M02,5.07,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.4583866837388
1997,3,1997M03,5.2,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.29065300896287
1997,4,1997M04,4.77,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.53777208706786
1997,5,1997M05,4.75,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.409731113956468
1997,6,1997M06,4.76,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.473751600512166
1997,7,1997M07,4.37,Plata (Ag),Dólar por Onza Troy (USD/troy oz),27.976952624839953
1997,8,1997M08,4.5,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.809218950064018
1997,9,1997M09,4.73,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.281690140845075
1997,10,1997M10,5.03,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.20230473751601
1997,11,1997M11,5.08,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.5224071702945
1997,12,1997M12,5.84,Plata (Ag),Dólar por Onza Troy (USD/troy oz),37.38796414852753
1998,1,1998M01,5.89,Plata (Ag),Dólar por Onza Troy (USD/troy oz),37.708066581306014
1998,2,1998M02,6.81,Plata (Ag),Dólar por Onza Troy (USD/troy oz),43.59795134443022
1998,3,1998M03,6.24,Plata (Ag),Dólar por Onza Troy (USD/troy oz),39.94878361075544
1998,4,1998M04,6.34,Plata (Ag),Dólar por Onza Troy (USD/troy oz),40.58898847631242
1998,5,1998M05,5.58,Plata (Ag),Dólar por Onza Troy (USD/troy oz),35.723431498079385
1998,6,1998M06,5.26,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.67477592829706
1998,7,1998M07,5.46,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.955185659411015
1998,8,1998M08,5.18,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.162612035851474
1998,9,1998M09,5.0,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.010243277848915
1998,10,1998M10,5.01,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.074263764404606
1998,11,1998M11,4.97,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.818181818181817
1998,12,1998M12,4.88,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.24199743918054
1999,1,1999M01,5.14,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.90653008962868
1999,2,1999M02,5.53,Plata (Ag),Dólar por Onza Troy (USD/troy oz),35.403329065300895
1999,3,1999M03,5.19,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.22663252240717
1999,4,1999M04,5.06,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.3943661971831
1999,5,1999M05,5.26,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.67477592829706
1999,6,1999M06,5.03,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.20230473751601
1999,7,1999M07,5.18,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.162612035851474
1999,8,1999M08,5.26,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.67477592829706
1999,9,1999M09,5.21,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.35467349551857
1999,10,1999M10,5.41,Plata (Ag),Dólar por Onza Troy (USD/troy oz),34.635083226632524
1999,11,1999M11,5.15,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.97055057618438
1999,12,1999M12,5.16,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.034571062740085
2000,1,2000M01,5.19,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.22663252240717
2000,2,2000M02,5.25,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.61075544174136
2000,3,2000M03,5.06,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.3943661971831
2000,4,2000M04,5.06,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.3943661971831
2000,5,2000M05,4.98,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.882202304737522
2000,6,2000M06,5.0,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.010243277848915
2000,7,2000M07,4.97,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.818181818181817
2000,8,2000M08,4.89,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.306017925736235
2000,9,2000M09,4.89,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.306017925736235
2000,10,2000M10,4.83,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.92189500640205
2000,11,2000M11,4.68,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.961587708066578
2000,12,2000M12,4.64,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.70550576184379
2001,1,2001M01,4.66,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.833546734955192
2001,2,2001M02,4.56,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.193341869398203
2001,3,2001M03,4.4,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.169014084507044
2001,4,2001M04,4.37,Plata (Ag),Dólar por Onza Troy (USD/troy oz),27.976952624839953
2001,5,2001M05,4.43,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.361075544174135
2001,6,2001M06,4.37,Plata (Ag),Dólar por Onza Troy (USD/troy oz),27.976952624839953
2001,7,2001M07,4.25,Plata (Ag),Dólar por Onza Troy (USD/troy oz),27.208706786171575
2001,8,2001M08,4.22,Plata (Ag),Dólar por Onza Troy (USD/troy oz),27.01664532650448
2001,9,2001M09,4.35,Plata (Ag),Dólar por Onza Troy (USD/troy oz),27.848911651728553
2001,10,2001M10,4.4,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.169014084507044
2001,11,2001M11,4.12,Plata (Ag),Dólar por Onza Troy (USD/troy oz),26.376440460947503
2001,12,2001M12,4.37,Plata (Ag),Dólar por Onza Troy (USD/troy oz),27.976952624839953
2002,1,2002M01,4.51,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.87323943661972
2002,2,2002M02,4.42,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.297055057618437
2002,3,2002M03,4.54,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.06530089628681
2002,4,2002M04,4.58,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.321382842509603
2002,5,2002M05,4.7,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.08962868117798
2002,6,2002M06,4.9,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.37003841229194
2002,7,2002M07,4.92,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.498079385403333
2002,8,2002M08,4.54,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.06530089628681
2002,9,2002M09,4.55,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.12932138284251
2002,10,2002M10,4.4,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.169014084507044
2002,11,2002M11,4.51,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.87323943661972
2002,12,2002M12,4.63,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.641485275288094
2003,1,2003M01,4.81,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.793854033290653
2003,2,2003M02,4.66,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.833546734955192
2003,3,2003M03,4.53,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.001280409731116
2003,4,2003M04,4.49,Plata (Ag),Dólar por Onza Troy (USD/troy oz),28.745198463508327
2003,5,2003M05,4.74,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.345710627400774
2003,6,2003M06,4.53,Plata (Ag),Dólar por Onza Troy (USD/troy oz),29.001280409731116
2003,7,2003M07,4.8,Plata (Ag),Dólar por Onza Troy (USD/troy oz),30.72983354673496
2003,8,2003M08,4.99,Plata (Ag),Dólar por Onza Troy (USD/troy oz),31.946222791293216
2003,9,2003M09,5.17,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.098591549295776
2003,10,2003M10,5.0,Plata (Ag),Dólar por Onza Troy (USD/troy oz),32.010243277848915
2003,11,2003M11,5.18,Plata (Ag),Dólar por Onza Troy (USD/troy oz),33.162612035851474
2003,12,2003M12,5.63,Plata (Ag),Dólar por Onza Troy (USD/troy oz),36.043533930857876
2004,1,2004M01,6.3,Plata (Ag),Dólar por Onza Troy (USD/troy oz),40.33290653008963
2004,2,2004M02,6.44,Plata (Ag),Dólar por Onza Troy (USD/troy oz),41.229193341869404
2004,3,2004M03,7.23,Plata (Ag),Dólar por Onza Troy (USD/troy oz),46.28681177976953
2004,4,2004M04,7.15,Plata (Ag),Dólar por Onza Troy (USD/troy oz),45.77464788732395
2004,5,2004M05,5.87,Plata (Ag),Dólar por Onza Troy (USD/troy oz),37.580025608194624
2004,6,2004M06,5.86,Plata (Ag),Dólar por Onza Troy (USD/troy oz),37.516005121638926
2004,7,2004M07,6.31,Plata (Ag),Dólar por Onza Troy (USD/troy oz),40.39692701664533
2004,8,2004M08,6.66,Plata (Ag),Dólar por Onza Troy (USD/troy oz),42.63764404609475
2004,9,2004M09,6.4,Plata (Ag),Dólar por Onza Troy (USD/troy oz),40.97311139564661
2004,10,2004M10,7.09,Plata (Ag),Dólar por Onza Troy (USD/troy oz),45.39052496798976
2004,11,2004M11,7.49,Plata (Ag),Dólar por Onza Troy (USD/troy oz),47.951344430217674
2004,12,2004M12,7.08,Plata (Ag),Dólar por Onza Troy (USD/troy oz),45.32650448143406
2005,1,2005M01,6.62,Plata (Ag),Dólar por Onza Troy (USD/troy oz),42.381562099871964
2005,2,2005M02,7.03,Plata (Ag),Dólar por Onza Troy (USD/troy oz),45.00640204865557
2005,3,2005M03,7.23,Plata (Ag),Dólar por Onza Troy (USD/troy oz),46.28681177976953
2005,4,2005M04,7.12,Plata (Ag),Dólar por Onza Troy (USD/troy oz),45.58258642765685
2005,5,2005M05,7.02,Plata (Ag),Dólar por Onza Troy (USD/troy oz),44.94238156209987
2005,6,2005M06,7.31,Plata (Ag),Dólar por Onza Troy (USD/troy oz),46.79897567221511
2005,7,2005M07,7.01,Plata (Ag),Dólar por Onza Troy (USD/troy oz),44.87836107554418
2005,8,2005M08,7.03,Plata (Ag),Dólar por Onza Troy (USD/troy oz),45.00640204865557
2005,9,2005M09,7.15,Plata (Ag),Dólar por Onza Troy (USD/troy oz),45.77464788732395
2005,10,2005M10,7.67,Plata (Ag),Dólar por Onza Troy (USD/troy oz),49.10371318822023
2005,11,2005M11,7.87,Plata (Ag),Dólar por Onza Troy (USD/troy oz),50.384122919334196
2005,12,2005M12,8.63,Plata (Ag),Dólar por Onza Troy (USD/troy oz),55.249679897567226
2006,1,2006M01,9.14,Plata (Ag),Dólar por Onza Troy (USD/troy oz),58.51472471190782
2006,2,2006M02,9.53,Plata (Ag),Dólar por Onza Troy (USD/troy oz),61.01152368758002
2006,3,2006M03,10.38,Plata (Ag),Dólar por Onza Troy (USD/troy oz),66.45326504481434
2006,4,2006M04,12.61,Plata (Ag),Dólar por Onza Troy (USD/troy oz),80.72983354673495
2006,5,2006M05,13.38,Plata (Ag),Dólar por Onza Troy (USD/troy oz),85.6594110115237
2006,6,2006M06,10.8,Plata (Ag),Dólar por Onza Troy (USD/troy oz),69.14212548015367
2006,7,2006M07,11.23,Plata (Ag),Dólar por Onza Troy (USD/troy oz),71.89500640204866
2006,8,2006M08,12.19,Plata (Ag),Dólar por Onza Troy (USD/troy oz),78.04097311139564
2006,9,2006M09,11.68,Plata (Ag),Dólar por Onza Troy (USD/troy oz),74.77592829705506
2006,10,2006M10,11.56,Plata (Ag),Dólar por Onza Troy (USD/troy oz),74.0076824583867
2006,11,2006M11,12.93,Plata (Ag),Dólar por Onza Troy (USD/troy oz),82.77848911651728
2006,12,2006M12,13.28,Plata (Ag),Dólar por Onza Troy (USD/troy oz),85.0192061459667
2007,1,2007M01,12.84,Plata (Ag),Dólar por Onza Troy (USD/troy oz),82.202304737516
2007,2,2007M02,13.91,Plata (Ag),Dólar por Onza Troy (USD/troy oz),89.05249679897568
2007,3,2007M03,13.18,Plata (Ag),Dólar por Onza Troy (USD/troy oz),84.37900128040974
2007,4,2007M04,13.72,Plata (Ag),Dólar por Onza Troy (USD/troy oz),87.83610755441742
2007,5,2007M05,13.15,Plata (Ag),Dólar por Onza Troy (USD/troy oz),84.18693982074265
2007,6,2007M06,13.14,Plata (Ag),Dólar por Onza Troy (USD/troy oz),84.12291933418695
2007,7,2007M07,12.91,Plata (Ag),Dólar por Onza Troy (USD/troy oz),82.6504481434059
2007,8,2007M08,12.33,Plata (Ag),Dólar por Onza Troy (USD/troy oz),78.93725992317542
2007,9,2007M09,12.83,Plata (Ag),Dólar por Onza Troy (USD/troy oz),82.13828425096031
2007,10,2007M10,13.67,Plata (Ag),Dólar por Onza Troy (USD/troy oz),87.51600512163893
2007,11,2007M11,14.7,Plata (Ag),Dólar por Onza Troy (USD/troy oz),94.1101152368758
2007,12,2007M12,14.3,Plata (Ag),Dólar por Onza Troy (USD/troy oz),91.5492957746479
2008,1,2008M01,15.91,Plata (Ag),Dólar por Onza Troy (USD/troy oz),101.85659411011525
2008,2,2008M02,17.57,Plata (Ag),Dólar por Onza Troy (USD/troy oz),112.48399487836109
2008,3,2008M03,19.32,Plata (Ag),Dólar por Onza Troy (USD/troy oz),123.6875800256082
2008,4,2008M04,17.5,Plata (Ag),Dólar por Onza Troy (USD/troy oz),112.0358514724712
2008,5,2008M05,17.06,Plata (Ag),Dólar por Onza Troy (USD/troy oz),109.21895006402049
2008,6,2008M06,16.97,Plata (Ag),Dólar por Onza Troy (USD/troy oz),108.6427656850192
2008,7,2008M07,18.03,Plata (Ag),Dólar por Onza Troy (USD/troy oz),115.42893725992317
2008,8,2008M08,14.64,Plata (Ag),Dólar por Onza Troy (USD/troy oz),93.72599231754162
2008,9,2008M09,12.37,Plata (Ag),Dólar por Onza Troy (USD/troy oz),79.19334186939821
2008,10,2008M10,10.44,Plata (Ag),Dólar por Onza Troy (USD/troy oz),66.83738796414853
2008,11,2008M11,9.87,Plata (Ag),Dólar por Onza Troy (USD/troy oz),63.188220230473746
2008,12,2008M12,10.29,Plata (Ag),Dólar por Onza Troy (USD/troy oz),65.87708066581305
2009,1,2009M01,11.27,Plata (Ag),Dólar por Onza Troy (USD/troy oz),72.15108834827146
2009,2,2009M02,13.41,Plata (Ag),Dólar por Onza Troy (USD/troy oz),85.85147247119079
2009,3,2009M03,13.12,Plata (Ag),Dólar por Onza Troy (USD/troy oz),83.99487836107554
2009,4,2009M04,12.48,Plata (Ag),Dólar por Onza Troy (USD/troy oz),79.89756722151088
2009,5,2009M05,13.98,Plata (Ag),Dólar por Onza Troy (USD/troy oz),89.50064020486556
2009,6,2009M06,14.65,Plata (Ag),Dólar por Onza Troy (USD/troy oz),93.79001280409732
2009,7,2009M07,13.36,Plata (Ag),Dólar por Onza Troy (USD/troy oz),85.53137003841229
2009,8,2009M08,14.36,Plata (Ag),Dólar por Onza Troy (USD/troy oz),91.93341869398208
2009,9,2009M09,16.39,Plata (Ag),Dólar por Onza Troy (USD/troy oz),104.92957746478875
2009,10,2009M10,17.24,Plata (Ag),Dólar por Onza Troy (USD/troy oz),110.37131882202304
2009,11,2009M11,17.82,Plata (Ag),Dólar por Onza Troy (USD/troy oz),114.08450704225352
2009,12,2009M12,17.64,Plata (Ag),Dólar por Onza Troy (USD/troy oz),112.93213828425097
2010,1,2010M01,17.75,Plata (Ag),Dólar por Onza Troy (USD/troy oz),113.63636363636364
2010,2,2010M02,15.87,Plata (Ag),Dólar por Onza Troy (USD/troy oz),101.60051216389246
2010,3,2010M03,17.11,Plata (Ag),Dólar por Onza Troy (USD/troy oz),109.53905249679899
2010,4,2010M04,18.06,Plata (Ag),Dólar por Onza Troy (USD/troy oz),115.62099871959026
2010,5,2010M05,18.43,Plata (Ag),Dólar por Onza Troy (USD/troy oz),117.98975672215109
2010,6,2010M06,18.45,Plata (Ag),Dólar por Onza Troy (USD/troy oz),118.1177976952625
2010,7,2010M07,17.96,Plata (Ag),Dólar por Onza Troy (USD/troy oz),114.98079385403331
2010,8,2010M08,18.39,Plata (Ag),Dólar por Onza Troy (USD/troy oz),117.7336747759283
2010,9,2010M09,20.55,Plata (Ag),Dólar por Onza Troy (USD/troy oz),131.56209987195905
2010,10,2010M10,23.39,Plata (Ag),Dólar por Onza Troy (USD/troy oz),149.74391805377724
2010,11,2010M11,26.54,Plata (Ag),Dólar por Onza Troy (USD/troy oz),169.91037131882203
2010,12,2010M12,29.32,Plata (Ag),Dólar por Onza Troy (USD/troy oz),187.70806658130604
2011,1,2011M01,28.51,Plata (Ag),Dólar por Onza Troy (USD/troy oz),182.5224071702945
2011,2,2011M02,30.78,Plata (Ag),Dólar por Onza Troy (USD/troy oz),197.0550576184379
2011,3,2011M03,35.81,Plata (Ag),Dólar por Onza Troy (USD/troy oz),229.25736235595394
2011,4,2011M04,42.7,Plata (Ag),Dólar por Onza Troy (USD/troy oz),273.36747759282974
2011,5,2011M05,37.34,Plata (Ag),Dólar por Onza Troy (USD/troy oz),239.05249679897568
2011,6,2011M06,35.8,Plata (Ag),Dólar por Onza Troy (USD/troy oz),229.19334186939818
2011,7,2011M07,37.92,Plata (Ag),Dólar por Onza Troy (USD/troy oz),242.7656850192062
2011,8,2011M08,40.33,Plata (Ag),Dólar por Onza Troy (USD/troy oz),258.1946222791293
2011,9,2011M09,38.15,Plata (Ag),Dólar por Onza Troy (USD/troy oz),244.2381562099872
2011,10,2011M10,31.97,Plata (Ag),Dólar por Onza Troy (USD/troy oz),204.67349551856591
2011,11,2011M11,33.08,Plata (Ag),Dólar por Onza Troy (USD/troy oz),211.7797695262484
2011,12,2011M12,30.3,Plata (Ag),Dólar por Onza Troy (USD/troy oz),193.98207426376442
2012,1,2012M01,30.65,Plata (Ag),Dólar por Onza Troy (USD/troy oz),196.22279129321382
2012,2,2012M02,34.14,Plata (Ag),Dólar por Onza Troy (USD/troy oz),218.56594110115236
2012,3,2012M03,32.95,Plata (Ag),Dólar por Onza Troy (USD/troy oz),210.94750320102435
2012,4,2012M04,31.53,Plata (Ag),Dólar por Onza Troy (USD/troy oz),201.85659411011528
2012,5,2012M05,28.72,Plata (Ag),Dólar por Onza Troy (USD/troy oz),183.86683738796415
2012,6,2012M06,27.98,Plata (Ag),Dólar por Onza Troy (USD/troy oz),179.12932138284253
2012,7,2012M07,27.43,Plata (Ag),Dólar por Onza Troy (USD/troy oz),175.60819462227914
2012,8,2012M08,28.8,Plata (Ag),Dólar por Onza Troy (USD/troy oz),184.37900128040974
2012,9,2012M09,33.61,Plata (Ag),Dólar por Onza Troy (USD/troy oz),215.1728553137004
2012,10,2012M10,33.19,Plata (Ag),Dólar por Onza Troy (USD/troy oz),212.4839948783611
2012,11,2012M11,32.77,Plata (Ag),Dólar por Onza Troy (USD/troy oz),209.79513444302177
2012,12,2012M12,31.87,Plata (Ag),Dólar por Onza Troy (USD/troy oz),204.033290653009
2013,1,2013M01,31.06,Plata (Ag),Dólar por Onza Troy (USD/troy oz),198.84763124199745
2013,2,2013M02,30.33,Plata (Ag),Dólar por Onza Troy (USD/troy oz),194.1741357234315
2013,3,2013M03,28.79,Plata (Ag),Dólar por Onza Troy (USD/troy oz),184.31498079385403
2013,4,2013M04,25.36,Plata (Ag),Dólar por Onza Troy (USD/troy oz),162.3559539052497
2013,5,2013M05,23.04,Plata (Ag),Dólar por Onza Troy (USD/troy oz),147.50320102432778
2013,6,2013M06,21.11,Plata (Ag),Dólar por Onza Troy (USD/troy oz),135.14724711907812
2013,7,2013M07,19.71,Plata (Ag),Dólar por Onza Troy (USD/troy oz),126.1843790012804
2013,8,2013M08,21.89,Plata (Ag),Dólar por Onza Troy (USD/troy oz),140.14084507042256
2013,9,2013M09,22.56,Plata (Ag),Dólar por Onza Troy (USD/troy oz),144.4302176696543
2013,10,2013M10,21.92,Plata (Ag),Dólar por Onza Troy (USD/troy oz),140.33290653008964
2013,11,2013M11,20.76,Plata (Ag),Dólar por Onza Troy (USD/troy oz),132.9065300896287
2013,12,2013M12,19.67,Plata (Ag),Dólar por Onza Troy (USD/troy oz),125.92829705505764
2014,1,2014M01,19.88,Plata (Ag),Dólar por Onza Troy (USD/troy oz),127.27272727272727
2014,2,2014M02,20.84,Plata (Ag),Dólar por Onza Troy (USD/troy oz),133.41869398207427
2014,3,2014M03,20.72,Plata (Ag),Dólar por Onza Troy (USD/troy oz),132.6504481434059
2014,4,2014M04,19.74,Plata (Ag),Dólar por Onza Troy (USD/troy oz),126.37644046094749
2014,5,2014M05,19.34,Plata (Ag),Dólar por Onza Troy (USD/troy oz),123.8156209987196
2014,6,2014M06,19.89,Plata (Ag),Dólar por Onza Troy (USD/troy oz),127.33674775928299
2014,7,2014M07,20.92,Plata (Ag),Dólar por Onza Troy (USD/troy oz),133.93085787451986
2014,8,2014M08,19.74,Plata (Ag),Dólar por Onza Troy (USD/troy oz),126.37644046094749
2014,9,2014M09,18.37,Plata (Ag),Dólar por Onza Troy (USD/troy oz),117.60563380281693
2014,10,2014M10,17.16,Plata (Ag),Dólar por Onza Troy (USD/troy oz),109.85915492957747
2014,11,2014M11,15.97,Plata (Ag),Dólar por Onza Troy (USD/troy oz),102.24071702944943
2014,12,2014M12,16.3,Plata (Ag),Dólar por Onza Troy (USD/troy oz),104.35339308578746
2015,1,2015M01,17.24,Plata (Ag),Dólar por Onza Troy (USD/troy oz),110.37131882202304
2015,2,2015M02,16.79,Plata (Ag),Dólar por Onza Troy (USD/troy oz),107.49039692701665
2015,3,2015M03,16.24,Plata (Ag),Dólar por Onza Troy (USD/troy oz),103.96927016645326
2015,4,2015M04,16.34,Plata (Ag),Dólar por Onza Troy (USD/troy oz),104.60947503201025
2015,5,2015M05,16.83,Plata (Ag),Dólar por Onza Troy (USD/troy oz),107.74647887323943
2015,6,2015M06,16.07,Plata (Ag),Dólar por Onza Troy (USD/troy oz),102.88092189500642
2015,7,2015M07,15.05,Plata (Ag),Dólar por Onza Troy (USD/troy oz),96.35083226632524
2015,8,2015M08,14.94,Plata (Ag),Dólar por Onza Troy (USD/troy oz),95.64660691421255
2015,9,2015M09,14.75,Plata (Ag),Dólar por Onza Troy (USD/troy oz),94.4302176696543
2015,10,2015M10,15.81,Plata (Ag),Dólar por Onza Troy (USD/troy oz),101.21638924455827
